drug,disease
"[20556, 16589]",33598
"[14131, 14054, 15786]",84058
"[14131, 14054, 15786]",28052
"[14131, 14054, 15786]",36035
"[14131, 14054, 15786]",36041
"[14131, 14054, 15786]",99748
"[14131, 14054, 15786]",35766
"[14131, 14054, 15786]",36252
"[15654, 19648]",35982
"[15654, 19648]",35650
"[15654, 19648]",37397
"[14187, 15602, 14412]",35612
"[16842, 14979]",37707
"[16373, 14408]",35612
"[15201, 14475]",33575
"[15201, 14475]",33593
"[15770, 14871]",33575
"[14975, 14313]",94844
"[14975, 14313]",35766
"[20456, 18036, 14656]",84122
"[20456, 18036, 14656]",36198
"[20456, 18036, 14656]",37641
"[20456, 18036, 14656]",38024
"[14179, 19663]",35854
"[16086, 16590]",35766
"[14969, 14282]",35953
"[14969, 14282]",33575
"[14969, 14282]",36035
"[14969, 14282]",94844
"[14969, 14282]",33598
"[14969, 14282]",35766
"[14678, 14054]",28780
"[17407, 17728]",38281
"[17407, 17728]",31688
"[17407, 17728]",31864
"[17407, 17728]",29066
"[14287, 21884]",36147
"[14287, 21884]",36075
"[14287, 21884]",29078
"[15913, 14297]",33593
"[17229, 14862, 14381]",33675
"[14598, 14656]",37617
"[14213, 14969, 15781]",35953
"[14213, 14969, 15781]",83824
"[14213, 14969, 15781]",33598
"[14656, 18377]",35641
"[15433, 14305]",31395
"[14022, 15180]",36924
"[14022, 15180]",38024
"[14154, 14227]",35638
"[14154, 14227]",36075
"[16588, 14359]",38928
"[14836, 14142]",35761
"[14836, 14142]",36286
"[14836, 14142]",33598
"[18179, 14994]",35749
"[14015, 20496]",33703
"[14015, 20496]",36924
"[14015, 14300]",36924
"[14227, 17218]",33609
"[14227, 17218]",29078
"[14267, 14286, 15693]",32505
"[14379, 14398]",35431
"[14015, 20454]",36924
"[14015, 14022, 20365]",36924
"[14015, 14022, 20365]",35543
"[17434, 15095, 15849]",29229
"[17434, 15095, 15849]",83830
"[15781, 16550]",83824
"[15781, 16550]",36075
"[15781, 16550]",35766
"[15084, 14300, 15062]",36924
"[15084, 14300, 15062]",35543
"[14678, 14922, 17639]",27933
"[14678, 14922, 17639]",36138
"[20249, 15326]",36244
"[20249, 15326]",37641
"[20249, 15326]",35831
"[20249, 15326]",36113
"[14236, 16078]",38355
"[14236, 16078]",28158
"[14236, 16078]",36075
"[20351, 20265]",37702
"[15781, 14379]",83824
"[15781, 14379]",36075
"[15781, 14379]",35766
"[16588, 17639]",28208
"[20129, 16078]",28374
"[17236, 14381, 15579]",35553
"[14706, 16588]",33575
"[17229, 15897]",33675
"[17229, 15897]",37617
"[15089, 14287]",35638
"[15089, 14287]",36075
"[14222, 15598]",28208
"[14155, 14207, 19135]",35612
"[14877, 14922]",35565
"[14945, 20589]",29646
"[14613, 17218]",36272
"[14613, 17218]",33609
"[14613, 17218]",29078
"[14613, 17218]",35992
"[15134, 15338, 15891]",29761
"[16588, 15520]",37570
"[14559, 14281]",33651
"[14645, 14922, 18934]",35565
"[14597, 16741, 20496]",33703
"[14784, 14599]",33675
"[14196, 15685]",38383
"[14196, 15685]",37722
"[14154, 15356]",36075
"[14207, 14426]",33128
"[14544, 14318]",28547
"[14275, 14072]",36050
"[17558, 14189]",36075
"[17558, 14189]",29107
"[14020, 17247]",37888
"[14154, 15178]",36147
"[14154, 15178]",36075
"[16582, 16588]",28208
"[14250, 20496, 15064]",36924
"[14250, 20496, 15064]",35543
"[14250, 20496, 15064]",36113
"[18583, 14739]",35638
"[15326, 21933]",33594
"[15326, 21933]",38078
"[15326, 21933]",36450
"[15326, 21933]",37161
"[15326, 21933]",35985
"[14934, 14174, 14194]",94889
"[14934, 14174, 14194]",36924
"[14897, 15179]",37768
"[14154, 15794]",35638
"[14061, 14260]",35638
"[14072, 14359]",33575
"[15521, 15693]",35638
"[14209, 21790, 14428, 14739, 14484]",37735
"[14209, 21790, 14428, 14739, 14484]",37893
"[16588, 14739]",35612
"[14945, 14739]",29646
"[14207, 14247]",35982
"[17251, 15999]",28869
"[17251, 15999]",36396
"[17251, 15999]",36088
"[17251, 15999]",35916
"[17251, 15999]",36140
"[17251, 15999]",36325
"[17251, 15999]",33654
"[14054, 16036]",29446
"[14300, 15604]",35543
"[14706, 15270, 15501]",33575
"[15836, 16786]",36432
"[15836, 16786]",36035
"[19249, 15693]",35638
"[15769, 14297]",35953
"[15769, 14297]",33658
"[15769, 14297]",36035
"[19447, 14107]",39719
"[17628, 20526]",33651
"[15002, 14739]",35612
"[14935, 15456]",35543
"[14583, 15557]",84211
"[14583, 15557]",31395
"[14293, 14297]",33575
"[14293, 14297]",33658
"[14706, 14559, 14132]",37730
"[14706, 14559, 14132]",33609
"[14706, 14559, 14132]",29614
"[19604, 20474]",35612
"[14181, 14428, 15056]",37805
"[15856, 14979]",33593
"[16672, 14192]",29107
"[14275, 15365]",37655
"[14989, 15932]",28478
"[15856, 14981, 14314, 15879]",36075
"[14186, 14737, 19293]",35612
"[15424, 15291, 16842, 14806, 15138, 15490, 14452]",27921
"[15424, 15291, 16842, 14806, 15138, 15490, 14452]",28547
"[15424, 15291, 16842, 14806, 15138, 15490, 14452]",38121
"[14128, 14054]",38078
"[14128, 14054]",35985
"[15009, 15276]",35612
"[14786, 14061]",35749
"[14940, 14158, 14061]",35638
"[14940, 14158, 14061]",36075
"[16061, 14861]",38355
"[16061, 14861]",35759
"[16061, 14861]",83976
"[16061, 14861]",39255
"[16061, 14861]",37888
"[16061, 14861]",36048
"[14128, 16593, 14287]",83897
"[16593, 14154, 19562]",83897
"[14227, 14607]",35638
"[14227, 14607]",36075
"[14158, 14607]",35638
"[14158, 14607]",36075
"[15077, 14204, 16554]",35612
"[14287, 15139, 14107]",36075
"[14287, 15139, 14107]",29078
"[14287, 15139]",36075
"[14287, 15139]",29078
"[14287, 14107]",39773
"[14287, 14107]",36075
"[14945, 14231]",35612
"[16593, 14154, 14287]",35638
"[16593, 14154, 14287]",36075
"[14940, 14607, 16852]",95295
"[14940, 14911]",36702
"[14771, 16667]",35766
"[14106, 15179]",35664
"[14230, 14980, 14291]",37785
"[14154, 14287, 20498]",83897
"[15086, 16593, 39889]",35638
"[14706, 14128, 14130, 14678, 14132, 14561, 15179, 15275, 20589, 14110]",35664
"[19663, 20937]",29614
"[14783, 14739]",33575
"[17407, 14108]",33658
"[14667, 14107]",29614
"[14250, 14253, 17412]",35543
"[14940, 14250]",35543
"[14940, 17412]",35543
"[14940, 21615]",35543
"[14940, 15468, 14050]",37627
"[14287, 16195]",36075
"[18192, 14516]",36001
"[14607, 17639]",36661
"[16744, 14107]",36522
"[16744, 14107]",94889
"[14154, 14287]",29107
"[16593, 20498]",36075
"[17412, 17628, 16036]",36311
"[14820, 16036]",36311
"[15443, 20308]",35543
"[14284, 14402]",33575
"[14195, 14301, 20235, 14332]",36286
"[15316, 15144]",28374
"[15316, 15144]",36048
"[14706, 14833, 14132, 15852]",36702
"[14287, 15579]",35831
"[16593, 14287, 15139]",83897
"[18755, 14990, 21474]",36088
"[16209, 14222, 15836]",36242
"[16209, 14222, 15836]",38928
"[14940, 14842, 14021, 14607, 14110, 14042]",94889
"[16593, 15850]",35985
"[16593, 39889]",37766
"[15086, 17232, 17233, 15139, 14607, 14990]",83897
"[18755, 15179]",94889
"[14250, 14042]",35543
"[14559, 14793]",33688
"[14135, 16588, 14961]",33575
"[14837, 14785, 14786]",28374
"[14837, 14785, 14786]",36048
"[15113, 15126, 17174, 17313]",28780
"[15356, 16850]",36075
"[14721, 21311]",33593
"[16855, 14321]",28547
"[15101, 15520]",33675
"[15101, 15520]",37617
"[14159, 15166, 14623, 14672]",33675
"[14159, 15166, 14623, 14672]",37617
"[15081, 21405]",35759
"[15769, 14691, 14276]",36432
"[15769, 14691, 14276]",36035
"[14184, 14375]",37743
"[14947, 14297, 14409]",35953
"[14947, 14297, 14409]",29614
"[14947, 14297, 14409]",97053
"[16468, 17351, 14213, 15474, 14277, 14997, 15017]",36691
"[15829, 14407]",28478
"[15829, 14407]",28552
"[14161, 15094, 17273]",94658
"[14161, 15094, 17273]",36035
"[14161, 15094, 17273]",83903
"[15769, 15176]",36147
"[15769, 15176]",37659
"[15769, 15176]",36035
"[15769, 15176]",83824
"[14540, 15116, 14030]",35638
"[14607, 14107]",35823
"[15579, 39889, 15816]",35553
"[14605, 15630]",36035
"[17229, 14287, 14336]",35553
"[16276, 14940]",36644
"[17832, 15878, 17833]",28208
"[15270, 14313]",33635
"[14506, 15885, 20293]",35931
"[14706, 14678, 14287]",36075
"[16283, 15270]",29614
"[14975, 16360]",36187
"[14975, 16360]",94844
"[14975, 16360]",33598
"[15126, 21254]",28780
"[14032, 15176]",94844
"[15889, 14184, 14326]",37805
"[14173, 14176, 14507, 20427, 15542]",36063
"[14173, 14176, 14507, 20427, 15542]",94658
"[14937, 14971, 15562]",38437
"[15419, 14061, 14320]",36244
"[14596, 17558]",37768
"[14596, 17558]",36075
"[15130, 14326]",37805
"[15130, 21799]",37805
"[14131, 14961, 15786]",35953
"[14131, 14961, 15786]",37659
"[14131, 14284, 15786]",35953
"[14131, 14284, 15786]",37659
"[14131, 14284, 15786]",33593
"[17417, 15804]",37722
"[14018, 14024]",33635
"[20365, 20495, 14042]",35543
"[14934, 14165, 14251]",28478
"[14934, 14165, 14251]",38024
"[14934, 14165, 14251]",29078
"[15093, 14178, 14952, 15110, 15543]",28313
"[14961, 14630]",35953
"[14155, 20905]",35612
"[14223, 15555]",33593
"[14223, 15555]",33572
"[16741, 15450]",39828
"[14601, 14020, 14023, 14034]",33675
"[14601, 14020, 14023, 14034]",36091
"[14601, 14020, 14023, 14034]",37888
"[14142, 14162, 14196, 14227]",83842
"[14142, 14162, 14196, 14227]",28780
"[14142, 14162, 14196, 14227]",28547
"[15106, 17238]",38054
"[14208, 14996]",28780
"[14208, 14996]",28547
"[14899, 14977, 15320]",37768
"[17149, 14241, 17150, 14977]",36075
"[15881, 15211]",94658
"[15881, 15211]",83776
"[15881, 15211]",84027
"[16846, 16852, 20377]",33703
"[14940, 15774]",35638
"[14983, 14336]",35553
"[14014, 15468, 18755]",35638
"[14014, 17240]",39773
"[14014, 17240]",36091
"[14014, 17240]",37888
"[16593, 14287]",36075
"[17240, 14107]",95295
"[17240, 14107]",36091
"[17240, 14107]",37888
"[16582, 17333]",94658
"[16582, 17333]",36035
"[16582, 17333]",37766
"[16582, 17333]",29614
"[16582, 17333]",37372
"[16582, 17333]",30035
"[17236, 16852, 17341]",39773
"[17236, 16852, 17341]",37888
"[14130, 15822]",39531
"[14235, 16375, 14872]",33703
"[15171, 15816]",35638
"[15171, 15816]",36075
"[39889, 15816]",35638
"[39889, 15816]",36075
"[20472, 20395, 20397]",33677
"[14065, 14072]",35612
"[14842, 15703, 14110]",94889
"[18755, 14990, 16852]",37811
"[15086, 14990, 15816]",35638
"[15086, 14990, 15816]",36075
"[15086, 14990, 15816]",37888
"[14262, 14278]",35638
"[14262, 14278]",36075
"[14607, 14493]",36644
"[14336, 14107]",33695
"[14336, 14107]",33593
"[14186, 14991]",35612
"[14020, 15166, 18334]",95295
"[14020, 15166, 18334]",28478
"[14020, 15166, 18334]",35638
"[14940, 14607]",99032
"[16510, 15355]",35612
"[14133, 14276]",37659
"[14133, 14276]",36035
"[14292, 15483]",84211
"[17605, 17351, 16510, 18583]",35612
"[14059, 14060]",94658
"[14955, 14275, 14606, 14320]",30494
"[14591, 16582, 18583]",35823
"[14215, 15501]",33575
"[14215, 15501]",36035
"[14937, 15446, 16222, 18309]",38437
"[15281, 14945]",35612
"[14737, 14792, 18959]",33688
"[17605, 17711, 21498]",35612
"[14793, 17356]",35612
"[14153, 14864, 14674]",33688
"[15092, 15413, 14186, 14736, 14275, 14793, 21676]",36578
"[14246, 14730]",27933
"[14246, 14730]",94658
"[14246, 14730]",28313
"[14246, 14730]",30035
"[15462, 15781]",83824
"[15462, 15781]",33598
"[15462, 15781]",35766
"[14181, 14933, 14237, 14256, 20215]",35612
"[14645, 14622]",27361
"[16593, 14287]",36147
"[16593, 14287]",35430
"[16589, 20270]",37718
"[14208, 14235]",83957
"[14961, 15477, 14297]",35953
"[14961, 15477, 14297]",33658
"[16593, 15816]",35749
"[15086, 16593, 39889]",37888
"[14207, 18593]",36459
"[16071, 15816]",35749
"[18583, 14110]",35825
"[18583, 14110]",35916
"[15104, 15816]",36147
"[15104, 15816]",35638
"[15104, 15816]",36075
"[14975, 14991]",35953
"[14983, 20397, 15179]",36924
"[14983, 20397, 15179]",36113
"[14983, 20397, 15179]",32231
"[14250, 20562]",35543
"[15077, 21647]",33635
"[15077, 21647]",35970
"[15077, 21647]",30494
"[15414, 15206]",33635
"[14449, 15665]",35612
"[14561, 14667]",83776
"[15116, 15148, 21252]",94658
"[14799, 14253]",97094
"[14799, 14253]",35985
"[15126, 14991]",28780
"[15110, 16222]",37636
"[14154, 14065, 16266]",35565
"[14154, 14065, 16266]",36075
"[14783, 15816]",83897
"[14783, 15816]",36075
"[14945, 14275, 14791, 15002, 21160]",36634
"[14249, 15139]",37888
"[14186, 14190, 14236]",35612
"[15171, 15816]",83897
"[14783, 15171, 15816]",83897
"[14783, 15171, 15816]",36075
"[14783, 15579, 39889, 15816]",83897
"[14783, 15579, 39889, 15816]",36075
"[16582, 14629, 17333]",28158
"[14990, 15816]",83897
"[14990, 15816]",36075
"[14990, 15816]",37811
"[14783, 14990, 15816]",83897
"[14783, 14990, 15816]",36075
"[14783, 14990, 15816]",37811
"[14783, 17241, 15816]",83897
"[14783, 17241, 15816]",36075
"[14783, 17241, 15816]",37811
"[14783, 15816]",33664
"[14783, 15816]",36147
"[14783, 15816]",35638
"[14215, 20339]",36035
"[16340, 20442]",36048
"[16340, 20442]",32875
"[14783, 17233, 15816]",35749
"[14783, 17233, 15816]",35638
"[14783, 17233, 15816]",36075
"[14783, 15086, 15816]",83897
"[14783, 15086, 15816]",36075
"[14783, 15086, 15816]",37811
"[14229, 14739]",35650
"[17241, 15816]",83897
"[17241, 15816]",36075
"[17241, 15816]",37811
"[14706, 19566]",35823
"[15086, 15816]",36075
"[15086, 16593, 15104, 14990, 14336, 15579, 39889, 15816]",35749
"[16219, 16991, 14734]",33651
"[15086, 16593, 15139, 14990, 15816]",35638
"[15086, 16593, 15139, 14990, 15816]",36075
"[14783, 16593, 15104, 14990, 39889, 15816]",35638
"[14783, 16593, 15104, 14990, 39889, 15816]",36048
"[16593, 17229]",35638
"[14187, 16032]",33688
"[14187, 16032]",36512
"[14704, 14561]",36035
"[14704, 14560, 14561]",35854
"[14704, 14560, 14561]",35664
"[14704, 14561]",29614
"[14160, 14661]",36075
"[14945, 15002, 14697, 15012]",35612
"[15425, 17355]",35612
"[15331, 18233]",33575
"[17360, 14954, 20871]",28158
"[15771, 14198]",36075
"[14194, 16183]",35612
"[15413, 15179]",35612
"[14783, 15086, 16593]",36075
"[14054, 14937, 19562]",37604
"[14158, 14402]",35638
"[14158, 14402]",36075
"[14158, 18189]",35638
"[14158, 18189]",36075
"[14158, 18189, 14402]",35638
"[14158, 18189, 14402]",36075
"[14783, 16593, 15816]",36147
"[14783, 16593, 15816]",35638
"[14783, 16593, 15816]",36075
"[14990, 17341, 21474]",36088
"[15621, 15247]",35612
"[15621, 15247]",33680
"[15621, 15247]",36357
"[15621, 15247]",84094
"[14937, 14922]",37604
"[14052, 14158]",35638
"[14052, 14158]",36075
"[15176, 15230]",35612
"[14275, 18309]",30494
"[14990, 15816]",95295
"[14990, 15816]",35638
"[14607, 14990, 21474]",35638
"[14607, 14990, 21474]",99032
"[16593, 15816]",83897
"[15086, 15816]",83897
"[39889, 15816]",83897
"[17236, 18755, 14520]",36091
"[14793, 21520]",35612
"[14306, 14402]",33575
"[14306, 14402]",33658
"[14864, 15786]",39821
"[14864, 15786]",35999
"[14132, 14669, 14990]",36088
"[15850, 15318, 15322, 14990, 14309, 15326]",35823
"[15912, 16697]",36035
"[14537, 14302]",33618
"[15277, 14662, 20864]",37743
"[15176, 15012]",33643
"[15176, 15012]",32214
"[15077, 14275, 15363]",30494
"[14934, 14792]",35612
"[17042, 21074]",35612
"[16209, 14152, 14946, 14605, 14276, 14301]",36035
"[14278, 17218]",36272
"[14278, 17218]",33609
"[14278, 17218]",29078
"[14278, 17218]",35992
"[14061, 15520]",33675
"[14061, 15520]",37617
"[14061, 15520]",36045
"[15329, 15520]",33675
"[15329, 15520]",37617
"[15329, 15520]",36045
"[14561, 14912, 15338]",28465
"[14561, 14912, 15338]",28813
"[14132, 15586, 21474]",36088
"[18755, 21474]",32702
"[15086, 14990, 17241, 15171, 15816]",35638
"[15086, 14990, 17241, 15171, 15816]",36075
"[17407, 14108, 14110]",83802
"[15079, 15849, 17435, 15491, 21262, 20596]",29229
"[15079, 15849, 17435, 15491, 21262, 20596]",83830
"[14063, 14360]",35762
"[14266, 39889]",37888
"[14266, 39889]",36046
"[14129, 16195]",36147
"[14128, 14833, 14266]",36924
"[14128, 14833, 14266]",37811
"[14128, 14833, 14266]",32231
"[14945, 15461]",36906
"[14128, 14739, 16266]",33603
"[14128, 14739, 16266]",35612
"[14128, 14739, 16266]",28780
"[14128, 14739, 16266]",33575
"[14128, 14739, 16266]",83824
"[14128, 14739, 16266]",37888
"[14783, 15816]",37564
"[14783, 15118, 14266, 15139, 15816]",83897
"[14662, 14793]",35966
"[15113, 15126, 14546]",28780
"[14153, 21725]",36578
"[14153, 21725]",31116
"[14153, 21725]",36944
"[17434, 14669]",29229
"[17434, 14669]",83830
"[15849, 14061]",36113
"[15176, 15602]",35612
"[15176, 15622]",35612
"[14196, 14845, 17319, 17652]",27933
"[14196, 14845, 17319, 17652]",36063
"[14196, 14845, 17319, 17652]",94658
"[14196, 14845, 17319, 17652]",35641
"[14196, 14845, 17319, 17652]",83976
"[14196, 14845, 17319, 17652]",37768
"[14196, 14845, 17319, 17652]",28547
"[14292, 15483]",36661
"[15000, 15602]",36691
"[15000, 15602]",31477
"[15000, 15602]",36512
"[15000, 15602]",35966
"[14802, 15599]",35612
"[15277, 14405]",33653
"[14677, 20522]",83830
"[14237, 14520]",84166
"[15413, 14187]",35612
"[15176, 15012]",35612
"[14945, 15002]",35612
"[15468, 14607]",99032
"[14232, 21474]",36088
"[15816, 16078]",36075
"[14232, 14669]",95295
"[14232, 14669]",35638
"[14591, 14154]",36325
"[14018, 17236, 18755]",35638
"[16593, 14990, 15816]",35749
"[19564, 16028]",36691
"[15481, 15205]",33188
"[15481, 15205]",36748
"[15481, 15205]",33715
"[17434, 17435, 14978, 15483]",83830
"[14153, 14030]",35612
"[14962, 14544]",94658
"[14962, 14544]",37604
"[17583, 14934, 14194, 15349]",39524
"[17583, 14934, 14194, 15349]",83790
"[17583, 14934, 14194, 15349]",33609
"[17583, 14934, 14194, 15349]",38024
"[17583, 14934, 14194, 15349]",29078
"[17583, 14934, 14194, 15349]",29182
"[14020, 14030, 14034]",35553
"[19324, 15576]",37722
"[15284, 15285, 15576]",37722
"[15597, 21682]",35612
"[15126, 14509]",28780
"[15126, 14509]",94798
"[15126, 14509]",39817
"[15126, 14509]",28547
"[18583, 20442]",36088
"[16672, 15818]",33593
"[14911, 16631]",83802
"[15027, 14405]",35612
"[16593, 14287, 16071]",83897
"[16593, 14158]",37564
"[20250, 14797]",99989
"[14249, 15139]",37811
"[15171, 15816]",36147
"[14130, 16195]",36075
"[17799, 15816]",83897
"[14154, 20754]",36075
"[14061, 14110]",36075
"[14262, 16036]",35543
"[14287, 17799]",39365
"[20662, 19628]",83806
"[17351, 17357]",36691
"[15428, 14019]",38024
"[15889, 14254, 14296, 14326, 15034]",37805
"[14144, 20148]",33593
"[14792, 18265]",35612
"[15576, 20126]",37722
"[16063, 14610]",94658
"[15388, 21692]",35612
"[15574, 15049]",39600
"[14338, 16631]",83802
"[16588, 15501]",35457
"[16588, 14835, 14215, 16690, 14297]",35761
"[16588, 14835, 14215, 16690, 14297]",35457
"[14827, 14962, 14544]",36063
"[14827, 14962, 14544]",37604
"[15338, 15891]",29761
"[14783, 14287]",36075
"[17241, 15816]",36048
"[14783, 15086, 16593]",83897
"[14783, 15086, 16593]",37811
"[14131, 21641]",33575
"[14131, 21641]",33658
"[14954, 14030]",36123
"[14591, 20293]",36661
"[14726, 16036, 21866]",33591
"[14726, 16036, 21866]",28478
"[14726, 16036, 21866]",35612
"[14726, 16036, 21866]",36644
"[14726, 16036, 21866]",28208
"[14726, 16036, 21866]",33680
"[14726, 16036, 21866]",35693
"[14726, 16036, 21866]",30756
"[14128, 18583]",35612
"[14128, 18583]",83897
"[14128, 18583]",35557
"[14128, 18583]",38078
"[14128, 18583]",36020
"[14128, 18583]",39696
"[14130, 15816]",83897
"[14130, 15816]",36075
"[17233, 15816]",39365
"[17233, 15816]",39609
"[16672, 15856, 15121, 14973, 14278, 15483]",27530
"[14934, 14327]",38941
"[14934, 14327]",33702
"[14934, 14327]",32520
"[14934, 14327]",28158
"[14266, 14287]",83897
"[15579, 15816]",35828
"[15579, 15816]",33609
"[15579, 15816]",36075
"[15579, 15816]",29078
"[17236, 21474]",95295
"[17236, 21474]",35638
"[14262, 14520]",84088
"[15086, 15089, 14990, 15816]",36075
"[14504, 20541]",32214
"[15414, 19282]",28465
"[15414, 19282]",28813
"[17605, 15602, 15603]",35612
"[14292, 14034, 14038, 15064]",33675
"[14292, 14034, 14038, 15064]",37830
"[14292, 14034, 14038, 15064]",31116
"[14292, 14034, 14038, 15064]",37617
"[14292, 14034, 14038, 15064]",83901
"[14292, 14034, 14038, 15064]",35552
"[14038, 15064]",33675
"[14038, 15064]",37617
"[17991, 21695]",35612
"[17991, 21695]",33635
"[17991, 21695]",28813
"[17728, 14030]",33609
"[14408, 21161]",35966
"[14408, 21161]",99947
"[14408, 21161]",37952
"[14408, 21161]",31395
"[14184, 14281, 14286, 14411, 15034]",35982
"[14190, 14411]",35612
"[15414, 21700]",28465
"[14595, 14406]",27985
"[18265, 15594]",33077
"[18265, 15594]",37924
"[18265, 15594]",35884
"[18265, 15594]",84107
"[14944, 14971]",35761
"[14944, 14971]",37604
"[15876, 15179]",35994
"[18755, 14990, 21474]",36396
"[18755, 14990, 21474]",36302
"[18755, 14990, 21474]",36140
"[18755, 14990, 21474]",36443
"[17558, 15199]",36075
"[14287, 15579]",83897
"[16572, 15444, 15143]",35966
"[14287, 19566]",33594
"[14154, 14287, 15816, 16078]",33594
"[14807, 21474]",35823
"[15786, 19628]",36063
"[15483, 14583]",84211
"[16593, 20377]",33703
"[14300, 20498]",83958
"[14054, 21474]",35823
"[14128, 14899]",39365
"[14128, 14899]",37768
"[14940, 14607]",36644
"[14154, 14287, 15816]",33594
"[20673, 14739]",37573
"[15137, 15212, 14425]",83806
"[14131, 14251, 15786]",94889
"[14023, 20498]",36702
"[15095, 18311]",29229
"[15095, 18311]",83830
