drug,disease
"[15101, 14954]",35633
"[15176, 15574]",99947
"[15176, 15574]",35966
"[14194, 17601]",39524
"[14194, 17601]",39820
"[14694, 14954, 14955, 14231, 20336, 14275]",35696
"[14694, 14954, 14955, 14231, 20336, 14275]",89218
"[14222, 20517]",28208
"[16226, 16753]",35650
"[14187, 14737, 14792]",37974
"[14187, 14737, 14792]",35684
"[17605, 15425]",84263
"[17605, 15425]",39146
"[14737, 14792, 15176]",36953
"[14737, 14792, 15176]",36514
"[14320, 15240]",98705
"[14663, 14954, 16972]",36197
"[14792, 14412]",36691
"[14780, 15206]",35852
"[14780, 15206]",94812
"[14780, 15206]",33077
"[14780, 15206]",35650
"[15077, 14194, 14251]",33635
"[15077, 14194, 14251]",35970
"[15077, 14194, 14251]",28813
"[14503, 16588, 14955, 14780, 14275, 14320]",35852
"[14030, 15025]",35966
"[17605, 14186, 15012]",36050
"[17605, 15012]",36050
"[15413, 14186]",37304
"[15413, 14186]",37411
"[15413, 14186]",28956
"[15413, 14186]",37783
"[14187, 15176]",37974
"[14187, 15176]",35684
"[14662, 14375]",83799
"[14662, 14375]",37805
"[16226, 14954, 14955, 14024, 14275, 15363]",35650
"[14737, 14792, 15176]",36050
"[16588, 14792]",36750
"[16588, 14792]",29375
"[14024, 20212, 15240]",30494
"[14286, 15674]",29078
"[15602, 15603]",35612
"[14736, 14802]",99947
"[14736, 14802]",97007
"[16510, 18102]",32214
"[16510, 18102]",84303
"[16510, 18102]",83826
"[16510, 18102]",84149
"[16510, 18102]",84150
"[18959, 15205]",37619
"[14286, 15600]",32505
"[15452, 15600]",32505
"[14954, 14964, 14251, 16972]",33077
"[14954, 14964, 14251, 16972]",35650
"[14305, 15143, 14996]",35966
"[20336, 18959]",37487
"[20336, 18959]",94658
"[14187, 14802, 14737]",31116
"[18277, 15559]",35641
"[16962, 14736]",28849
"[14945, 16753]",29646
"[14758, 15539, 21498]",36691
"[14954, 14964, 14251, 14738, 16972]",35760
"[16226, 15077, 14954, 14780, 16972]",28921
"[16226, 15077, 14954, 14780, 16972]",98167
"[16226, 15077, 14954, 14780, 16972]",98166
"[14954, 14964, 14251]",28465
"[14954, 14964, 14251]",28813
"[14954, 14964, 14251]",84277
"[14954, 14964, 14251]",30654
"[14954, 14964, 14251]",35982
"[14954, 14964, 14251]",37615
"[14954, 14964, 14251]",35970
"[14954, 14964, 14251]",33077
"[14954, 14964, 14251]",36344
"[20212, 16972, 14868]",35760
"[20212, 16972, 14868]",28465
"[20212, 16972, 14868]",33077
"[20212, 16972, 14868]",35650
"[20212, 16972, 14868]",30494
"[14187, 14802, 14793]",33688
"[16510, 14187, 14802, 14793]",33688
"[14144, 16588, 14721]",33593
"[14144, 16588, 14721]",31393
"[16588, 14721]",33593
"[16588, 14721]",31393
"[14144, 16588]",33593
"[14144, 16588]",31393
"[19250, 16229, 15363]",35982
"[19250, 16229, 15363]",35651
"[14937, 14971]",37604
"[14713, 18102]",28465
"[15413, 16753, 14737]",37148
"[15413, 16753, 14737]",37411
"[14186, 14802, 18959]",37983
"[15072, 14662, 14443]",83799
"[17360, 14251, 15176]",35871
"[17534, 14251, 15176]",35871
"[14944, 14808]",35833
"[15840, 15674]",29078
"[14737, 14792, 19491]",31477
"[16226, 14954, 14955, 14194, 14024, 14780, 14275, 14764, 14320, 14514]",35852
"[14954, 14955, 14194, 14024, 14780, 14275, 14764, 14320, 14514]",35852
"[17351, 14719, 14954, 14190, 14737, 14275, 14792, 14793, 17355]",36691
"[14662, 14714, 15038]",83799
"[14714, 15038]",83799
"[15288, 15315]",33653
"[15288, 15315, 19157]",33653
"[15315, 19157]",33653
"[14954, 19250]",36621
"[14954, 19250]",35686
"[14954, 19250]",37858
"[15769, 14944, 14276]",36035
"[15769, 14944, 14276]",36040
"[15072, 14662, 14382]",83799
"[14737, 14792]",36888
"[16468, 14277, 14997]",97426
"[16468, 14277, 14997]",37775
"[15597, 21091]",83871
"[17170, 14831]",28149
"[14662, 20476]",83799
"[14954, 14955, 14194, 14024, 14780, 14764, 14320]",99701
"[14954, 14955, 14194, 14024, 14780, 14764, 14320]",98604
"[14954, 14955, 14194, 14024, 14780, 14764, 14320]",99923
"[14955, 14194, 14780, 14320]",99701
"[14955, 14194, 14780, 14320]",98604
"[14955, 14194, 14780, 14320]",99923
"[14168, 14215, 21913]",36040
"[14168, 14215, 21913]",36035
"[14186, 14736, 14190]",29402
"[19124, 19281]",98570
"[19124, 19281]",96948
"[14737, 16028]",37773
"[14737, 16028]",37775
"[14737, 16028]",94716
"[14737, 16028]",37774
"[14737, 16028]",37655
"[17584, 14194]",29078
"[16753, 14971, 14995, 14320]",30494
"[16753, 14024, 15597]",37570
"[18277, 15559]",36743
"[14945, 14190]",36416
"[16572, 16468, 17991, 16578]",35966
"[16753, 14024, 14793]",35966
"[15446, 16219]",28194
"[14231, 14793]",36540
"[18098, 14738]",32100
"[18098, 14738]",35745
"[16588, 15598]",28208
"[14975, 15860]",37311
"[16510, 14736, 14190, 21481]",28849
"[14662, 20254]",83799
"[14954, 14964, 14251, 14738, 16972]",98797
"[14954, 14964, 14251, 14738, 16972]",83857
"[14954, 14964, 14251, 14738, 16972]",83855
"[14954, 14964, 14251, 14738, 16972]",94959
"[14954, 14964, 14251, 14738, 16972]",36344
"[14954, 14964, 14251, 14738, 16972]",39846
"[14954, 14964, 14251, 14738, 16972]",84304
"[14954, 14964, 14251, 14738, 16972]",28502
"[14954, 14964, 14251, 14738, 16972]",94742
"[14954, 14964, 14251, 14738, 16972]",28536
"[14954, 14964, 14251, 14738, 16972]",98663
"[14954, 14964, 14251, 14738, 16972]",28542
"[14954, 14964, 14251, 14738, 16972]",38268
"[14954, 14964, 14251, 14738, 16972]",33590
"[14954, 14964, 14251, 14738, 16972]",27610
"[14954, 14964, 14251, 14738, 16972]",38290
"[14954, 14964, 14251, 14738, 16972]",32844
"[14954, 14964, 14251, 14738, 16972]",30402
"[14954, 14964, 14251, 14738, 16972]",96562
"[14954, 14964, 14251, 14738, 16972]",96948
"[14954, 14964, 14251, 14738, 16972]",98662
"[14954, 14964, 14251, 14738, 16972]",95051
"[14954, 14964, 14251, 14738, 16972]",32213
"[14184, 14296, 15859, 14484]",37805
"[14694, 14024, 14793, 15205]",35966
"[14719, 14736, 15414, 14758]",29402
"[17351, 14737, 16028]",84130
"[14154, 14950, 14194, 14269]",29078
"[16510, 20336]",36712
"[14607, 15012]",36906
"[14937, 15446, 14207]",38436
"[14024, 14269, 14273]",38388
"[14024, 14269, 14273]",36040
"[14024, 14269]",38388
"[14024, 14269]",36040
"[15474, 14462]",37619
"[16690, 16262]",28208
"[14955, 14194, 14780, 14914]",35970
"[14955, 14194, 14780, 14914]",36371
"[17991, 14405]",33653
"[15148, 14325]",28899
"[15281, 15893, 15107, 15315, 14275]",35970
"[14667, 14554]",83842
"[14667, 14554]",29614
"[14737, 14792, 15205]",36194
"[15176, 15205]",36937
"[14604, 18102]",94959
"[14604, 18102]",37924
"[14604, 18102]",94719
"[14604, 18102]",39209
"[14604, 18102]",98663
"[14604, 18102]",84251
"[14604, 18102]",84107
"[14604, 18102]",95316
"[14604, 18102]",38290
"[14604, 18102]",96562
"[14604, 18102]",37991
"[14604, 18102]",98662
"[14604, 18102]",95051
"[14604, 18102]",95552
"[14604, 18102]",32213
"[20212, 16972]",35650
"[20212, 16972]",33077
"[20212, 16972]",30494
"[20212, 16972]",35982
"[20212, 16972]",28520
"[14663, 15288, 14186, 20336, 17991]",33653
"[14663, 15288, 17991]",33653
"[14604, 14780, 16495]",35852
"[14604, 14780, 16495]",94812
"[14194, 14604, 14780, 16495]",35852
"[14194, 14604, 14780, 16495]",94812
"[17112, 14738, 20212]",30494
"[14881, 14950]",37888
"[14954, 14955, 14024, 14275, 16230]",35651
"[15078, 14643]",84192
"[14940, 14643]",84192
"[14371, 14413]",35471
"[14181, 20215]",99476
"[14954, 15461]",36691
"[14320, 17886]",94764
"[14320, 17886]",30756
"[14320, 17886]",33593
"[15914, 14302]",33618
"[16226, 15363, 16721]",35884
"[14758, 15597]",36512
"[14024, 14376]",36688
"[14024, 15846]",37805
"[14685, 14235]",94764
"[14685, 14235]",30756
"[15770, 16588, 14385]",36432
"[15770, 16588, 14385]",28208
"[14934, 14794]",94757
"[14934, 14794]",30039
"[15781, 15179]",37805
"[20202, 16352, 16216]",36035
"[20202, 16352, 16216]",33489
"[16510, 14737]",36194
"[16510, 14737]",36798
"[16510, 14737]",96469
"[16510, 14737]",84130
"[16510, 14737]",94693
"[16588, 14685, 14235]",30756
"[16588, 14685, 14235]",94764
"[14934, 14954, 14738, 16972]",94757
"[14934, 14954, 14738, 16972]",39434
"[14934, 14954, 14738, 16972]",94959
"[14934, 14954, 14738, 16972]",37924
"[14934, 14954, 14738, 16972]",94719
"[14934, 14954, 14738, 16972]",84261
"[14934, 14954, 14738, 16972]",90237
"[14934, 14954, 14738, 16972]",99089
"[14934, 14954, 14738, 16972]",39846
"[14934, 14954, 14738, 16972]",28502
"[14934, 14954, 14738, 16972]",39209
"[14934, 14954, 14738, 16972]",28813
"[14934, 14954, 14738, 16972]",98663
"[14934, 14954, 14738, 16972]",84251
"[14934, 14954, 14738, 16972]",96718
"[14934, 14954, 14738, 16972]",84107
"[14934, 14954, 14738, 16972]",84332
"[14934, 14954, 14738, 16972]",95316
"[14934, 14954, 14738, 16972]",38290
"[14934, 14954, 14738, 16972]",37991
"[14934, 14954, 14738, 16972]",98662
"[14934, 14954, 14738, 16972]",95552
"[14934, 14954, 14738, 16972]",32213
"[15038, 15043]",37743
"[15277, 14662, 15038, 15043]",37743
"[14685, 14787, 14235]",30756
"[14685, 14787, 14235]",94764
"[15413, 15602]",28520
"[15781, 15914]",38242
"[15781, 14817]",35771
"[15419, 14599, 14024, 14034]",35831
"[15419, 14599, 14024, 14034]",94600
"[15419, 14599, 14024, 14034]",32926
"[15419, 14599, 14024, 14034]",36836
"[14194, 14764]",36691
"[14194, 14764]",31477
"[14306, 14328]",28208
"[14937, 14208]",84296
"[15206, 15597]",27610
"[14945, 15176]",35790
"[14945, 15176]",32214
"[14945, 15176]",83826
"[15087, 15829]",94658
"[15087, 15829]",84168
"[15082, 15829]",94658
"[15082, 15829]",84168
"[14176, 15829]",94658
"[14176, 15829]",84168
"[16874, 14239, 14315]",37718
"[16874, 14239, 14244]",37718
"[14815, 14060, 14640]",84090
"[14815, 14640]",84090
"[17605, 14186, 14737, 14793]",36050
"[14694, 15025]",36867
"[20478, 14218]",37752
"[15425, 14286]",99989
"[15205, 15602]",36944
"[15205, 15602]",36078
"[15205, 15602]",33045
"[15077, 16753, 14320, 15206]",30494
"[14181, 20215, 15563]",32631
"[14181, 20215, 15563]",98714
"[15501, 20532]",28208
"[15092, 17356]",35771
"[15092, 17356]",39751
"[14685, 14235, 15247]",31596
"[15474, 15596]",36691
"[14297, 14320]",100010
"[14297, 14320]",32505
"[14297, 14320]",37805
"[14954, 14955, 14024, 14604, 14275]",84107
"[14954, 14955, 14024, 14604, 14275]",84251
"[14954, 14955, 14024, 14604, 14275]",29698
"[14954, 14955, 14024, 14604, 14275]",94959
"[16226, 16753]",33635
"[16510, 15205]",33643
"[16285, 14934, 14964, 14251, 14975, 15176]",83924
"[16285, 14934, 14964, 14251, 14975, 15176]",36694
"[16226, 15804]",35982
"[16226, 15804]",37397
"[14184, 14326]",97107
"[14937, 15446]",98239
"[17351, 14186, 14758]",29945
"[14186, 14604, 14737]",29173
"[15455, 14977]",35786
"[17605, 21077]",28849
"[17605, 21077]",36678
"[17605, 21077]",33688
"[17605, 21077]",37655
"[17605, 14231, 21077]",28849
"[17605, 14231, 21077]",36678
"[17605, 14231, 21077]",33688
"[17605, 14231, 21077]",37655
"[14911, 14338]",83790
"[16226, 17303]",38648
"[15176, 19009]",33077
"[15282, 15283]",28552
"[14663, 14954, 16972]",36712
"[14663, 14954, 16972]",32214
"[14663, 14954, 16972]",36492
"[14663, 14954, 16972]",84303
"[14792, 19031]",35612
"[15413, 14737, 19031]",35612
"[14187, 21070]",33688
"[14619, 18413]",27361
"[14604, 14737, 16229, 15363]",35650
"[14184, 14662, 15811, 15040]",37743
"[14184, 15811, 15040]",37743
"[15094, 15116]",38957
"[15413, 14186, 14758, 14793]",36512
"[14911, 18417]",83790
"[14995, 21269]",38957
"[17351, 14186, 14758, 17355]",29945
"[14186, 14793]",30827
"[15288, 15077]",33653
"[14737, 14792]",35840
"[14737, 14792]",36424
"[14789, 14780, 15206]",28465
"[14789, 14780, 15206]",28813
"[14320, 19281, 15367]",30494
"[15419, 21564]",33128
"[14911, 14954, 14738, 16972, 18277]",28520
"[14184, 14662, 15811, 15040]",83799
"[14184, 15235, 15811, 15040]",83799
"[14184, 15235, 15811, 15040]",37743
"[14184, 14662, 15235, 15811, 15040]",83799
"[14184, 14662, 15235, 15811, 15040]",37743
"[14187, 17954]",29375
"[14221, 16375]",84168
"[14221, 16375]",35659
"[14662, 14382, 14714]",37743
"[14382, 14714]",37743
"[14024, 14793, 15574]",36696
"[14024, 14793, 15574]",99947
"[14024, 14793, 15574]",97007
"[16510, 15914]",95670
"[14155, 14802]",33688
"[14934, 14251]",37743
"[15077, 14320, 21679]",30494
"[16226, 14320, 19281]",32213
"[14736, 14792]",29945
"[15277, 14662, 15038]",95034
"[15413, 21091]",36512
"[14963, 14241]",28036
"[14231, 14758]",36416
"[16226, 16753]",33294
"[14789, 14780, 15018]",28465
"[15770, 16588, 14297]",28208
"[17112, 14780, 16972]",28465
"[14320, 14411]",30494
"[15414, 14737]",35624
"[15414, 14737]",36863
"[15414, 14737]",35792
"[15414, 14737]",36533
"[15414, 14737]",36498
"[15414, 14737]",33688
"[15414, 14737]",36766
"[17537, 17539]",36040
"[17537, 17539]",33632
"[15101, 15148]",38242
"[14251, 14382]",37743
"[14934, 14382]",37743
"[20336, 14731]",35790
"[15077, 16753, 14954, 14275, 14320]",30494
"[16510, 16962, 14736, 14190, 21481]",36416
"[14204, 17128]",29041
"[14997, 15351]",36691
"[14134, 14186]",31107
"[14961, 15781]",33695
"[14963, 14241]",36578
"[14963, 14241]",36416
"[14963, 14241]",37810
"[14251, 14975]",94757
"[17605, 14794]",36678
"[14186, 15036]",29375
"[14194, 14251, 14297]",28520
"[14194, 14251, 14297]",30654
"[14194, 14251, 14297]",28813
"[14911, 15653]",83790
"[14758, 14347]",36512
"[15770, 14537]",28208
"[15111, 14918]",37769
"[16510, 14405]",33653
"[16510, 14405]",35727
"[16510, 14765, 14405]",33653
"[16510, 14765, 14405]",35727
"[14765, 14405]",35727
"[15206, 19281]",30494
"[15077, 14320, 15367]",30494
"[14662, 14714]",37743
"[15289, 14910, 15547]",39696
"[14794, 14713]",33635
"[14694, 14954, 14275, 16028]",35771
"[14694, 14954, 14275, 16028]",36691
"[17360, 20212]",28465
"[17360, 20212]",35970
"[17360, 20212]",33077
"[17360, 20212]",30494
"[17360, 20212]",33634
"[17360, 20212]",37570
"[17360, 20212]",33590
"[17360, 20212]",83871
"[17360, 20212]",36344
"[14277, 15000, 15176]",35771
"[14277, 15000, 15176]",39751
"[17524, 15805, 14604, 14780, 14738, 20212, 16972]",28520
"[17524, 15805, 14604, 14780, 14738, 20212, 16972]",30654
"[17524, 15805, 14604, 14780, 14738, 20212, 16972]",35982
"[17524, 15805, 14604, 14780, 14738, 20212, 16972]",33077
"[17524, 15805, 14604, 14780, 14738, 20212, 16972]",35650
"[17524, 15805, 14604, 14780, 14738, 20212, 16972]",36344
"[17524, 15805, 14604, 14780, 14738, 20212, 16972]",30494
"[17524, 15805, 14604, 14780, 14738, 20212, 16972]",28813
"[14206, 14790]",33128
"[16753, 14320, 18959]",30494
"[14155, 14802]",35979
"[14940, 17116]",36075
"[14024, 14376]",99947
"[14024, 14376]",97007
"[14935, 14602]",35543
"[14935, 14602]",35874
"[14995, 14332]",28983
"[15077, 15206]",32531
"[14254, 15536]",37805
"[14604, 14737, 14868]",89218
"[14604, 14737, 14868]",36612
"[14604, 14737, 14868]",37170
"[14604, 14737, 14868]",33715
"[14604, 14737, 14868]",36078
"[14604, 14737, 14868]",39691
"[14604, 14737, 14868]",31883
"[14604, 14737, 14868]",31067
"[14604, 14737, 14868]",37417
"[14604, 14737, 14868]",32552
"[14604, 14737, 14868]",35778
"[14604, 14737, 14868]",37070
"[17536, 14926]",95680
"[16226, 14954, 14964, 14251, 16972]",28465
"[16226, 14954, 14964, 14251, 16972]",28813
"[15176, 14347]",96081
"[17112, 17524, 14868]",35970
"[17112, 14604, 14780]",35970
"[15770, 14385]",33575
"[15770, 14385]",28208
"[14155, 15036]",33688
"[14780, 14791]",35852
"[14780, 14791]",35867
"[14780, 14791]",90237
"[15284, 14739]",37722
"[14216, 15781, 14297, 20270]",33598
"[14945, 14231]",89218
"[14945, 14231]",36748
"[14945, 14231]",33188
"[14945, 14231]",35790
"[16226, 14411]",33635
"[14024, 14791]",99947
"[14024, 14791]",36075
"[14537, 14368]",33618
"[15414, 18959]",95112
"[15414, 18959]",95114
"[16753, 15414]",28502
"[16753, 15414]",32849
"[16753, 15414]",95112
"[16753, 15414]",95114
"[17112, 14737, 14792]",31477
"[17112, 14737, 14792]",30827
"[17112, 14737, 14792]",31107
"[17605, 14405]",30494
"[15413, 14186, 17991]",36867
"[20336, 14758]",99567
"[20336, 14758]",32267
"[20336, 14758]",83935
"[20336, 14758]",36927
"[20336, 14758]",32263
"[17534, 17112, 20212, 18102]",30494
"[17112, 20212, 18102]",30494
"[14604, 14737, 14271, 20212]",33188
"[14606, 14320, 15363]",30494
"[14954, 16028]",37775
"[16588, 14955, 14231, 20336]",39691
"[16588, 15012]",37619
"[14194, 14964, 14251, 20212, 16972]",94757
"[14194, 14964, 14251, 20212, 16972]",98797
"[14194, 14964, 14251, 20212, 16972]",83857
"[14194, 14964, 14251, 20212, 16972]",83855
"[14194, 14964, 14251, 20212, 16972]",94959
"[14194, 14964, 14251, 20212, 16972]",37924
"[14194, 14964, 14251, 20212, 16972]",94719
"[14194, 14964, 14251, 20212, 16972]",36344
"[14194, 14964, 14251, 20212, 16972]",90237
"[14194, 14964, 14251, 20212, 16972]",99089
"[14194, 14964, 14251, 20212, 16972]",39846
"[14194, 14964, 14251, 20212, 16972]",28502
"[14194, 14964, 14251, 20212, 16972]",30222
"[14194, 14964, 14251, 20212, 16972]",27452
"[14194, 14964, 14251, 20212, 16972]",98663
"[14194, 14964, 14251, 20212, 16972]",84251
"[14194, 14964, 14251, 20212, 16972]",38268
"[14194, 14964, 14251, 20212, 16972]",27950
"[14194, 14964, 14251, 20212, 16972]",84107
"[14194, 14964, 14251, 20212, 16972]",33590
"[14194, 14964, 14251, 20212, 16972]",84332
"[14194, 14964, 14251, 20212, 16972]",27610
"[14194, 14964, 14251, 20212, 16972]",95316
"[14194, 14964, 14251, 20212, 16972]",38290
"[14194, 14964, 14251, 20212, 16972]",96562
"[14194, 14964, 14251, 20212, 16972]",96948
"[14194, 14964, 14251, 20212, 16972]",28813
"[14194, 14964, 14251, 20212, 16972]",83871
"[14194, 14964, 14251, 20212, 16972]",35745
"[14194, 14964, 14251, 20212, 16972]",33449
"[14194, 14964, 14251, 20212, 16972]",30543
"[14194, 14964, 14251, 20212, 16972]",98662
"[14194, 14964, 14251, 20212, 16972]",95051
"[14194, 14964, 14251, 20212, 16972]",32213
"[14194, 14964, 14251, 20212, 16972]",32010
"[14379, 14399]",84331
"[14954, 14964, 14251]",33635
"[14954, 14964, 14251]",35852
"[14954, 14964, 14251]",28520
"[14954, 14964, 14251]",35650
"[14954, 14964, 14251]",30494
"[15077, 14251, 14975, 14738, 16972]",96948
"[14541, 14996]",31395
"[14954, 14275]",33593
"[14975, 14401]",37480
"[14975, 14401]",36766
"[17112, 15077, 16753, 14954, 14606, 14320, 19281, 15367]",30494
"[15077, 14030, 14606]",30494
"[14737, 15205]",37619
"[14954, 15107, 15315]",35727
"[17495, 15414]",33635
"[14955, 14737]",31067
"[16226, 16753]",96718
"[14244, 17152]",35790
"[14789, 14780, 14461]",28465
"[14713, 14461]",28465
"[14780, 14461]",28465
"[14537, 16588]",28208
"[16572, 14305, 14408]",35966
"[14954, 14275, 14792, 14793]",36691
"[14320, 15206, 19281]",30494
"[14163, 14944]",37743
"[14163, 14944]",36035
"[20336, 18959]",98797
"[14954, 16028]",35846
"[15413, 14186]",36665
"[14134, 16753, 14320]",30494
"[14604, 14780, 16229]",95316
"[14186, 14187, 14793]",35686
"[14186, 14187, 14793]",97011
"[14186, 14187, 14793]",37338
"[14186, 14187, 14793]",37311
"[14133, 14217]",36253
"[14133, 14217]",37659
"[14736, 14231, 14758]",36881
"[14662, 14714]",29646
"[14737, 14792, 19027]",33688
"[14160, 14981]",36693
"[14736, 14187, 14190]",32924
"[14736, 14187, 14190]",96152
"[14736, 14187, 14190]",36004
"[14736, 14187, 14190]",32541
"[16588, 14961]",35963
"[14737, 14793, 21232]",31116
"[14375, 15846]",37805
"[16753, 14320, 15240]",96948
"[14980, 14273]",37784
"[17584, 14980]",37784
"[17351, 15092, 17355]",36691
"[14662, 14714, 20254]",37805
"[16226, 19324]",37722
"[14186, 14802, 14320]",35612
"[14186, 14802, 14320]",36621
"[14943, 14270]",83799
"[14209, 15547]",32505
"[14286, 15547]",32505
"[16753, 14320, 19281]",30494
"[14376, 15596]",35966
"[19671, 20189]",83776
"[15102, 14302]",37769
"[15428, 14194]",94998
"[15428, 14194]",30990
"[15428, 14194]",39208
"[14186, 14187, 14802]",35686
"[15462, 14269]",35916
"[17605, 14954]",36050
"[17605, 14954]",36678
"[15176, 14373]",39750
"[15176, 14373]",37496
"[14663, 14954, 16972]",31107
"[14663, 14954, 16972]",36512
"[14663, 14954, 16972]",31477
"[14663, 14954, 16972]",36621
"[14663, 14954, 16972]",31116
"[15602, 15603]",33653
"[14663, 14954, 16972, 14405]",37619
"[14663, 14954, 16972, 14405]",33653
"[14663, 14954, 16972]",39667
"[14663, 14954, 16972]",36523
"[14663, 14954, 16972]",29589
"[14663, 14954, 16972]",36186
"[20336, 17656]",32214
"[15501, 17903, 15198]",28208
"[20416, 14484]",83800
"[14758, 19027]",36416
"[20402, 14910, 14286]",32505
"[15289, 20402, 14910, 14267, 14286]",32505
"[15781, 14379]",36187
"[15425, 20336, 17991]",33653
"[15770, 16588, 14303, 15501]",28208
"[14190, 14758]",36512
"[17583, 17584, 17585]",29078
"[14320, 15367]",35650
"[14320, 15367]",33077
"[14954, 16972]",32213
"[15077, 14954]",32213
"[14785, 14291, 14995]",97502
"[16226, 15363, 15654]",35650
"[14694, 14024, 14791, 15025]",99947
"[15012, 14405]",37619
"[15176, 14405]",37619
"[15774, 14546]",39489
"[15805, 14738, 16972]",36809
"[15805, 14738, 16972]",28969
"[15805, 14738, 16972]",27227
"[15805, 14738, 16972]",35457
"[15805, 14738, 16972]",38452
"[16285, 15805, 14738, 16972]",36809
"[16285, 15805, 14738, 16972]",28969
"[16285, 15805, 14738, 16972]",27227
"[16285, 15805, 14738, 16972]",35457
"[16285, 15805, 14738, 16972]",38452
"[15982, 15125, 14314]",36785
"[14817, 14408]",36691
"[15474, 14408]",36691
"[14997, 14408]",36691
"[20212, 16972, 14868]",35982
"[20212, 16972, 14868]",28813
"[16972, 14868]",35650
"[14969, 17226, 14379]",36187
"[14969, 17226, 15781, 14379]",36187
"[20336, 14401]",31067
"[14663, 15288, 14405]",33653
"[16574, 14793]",35966
"[15077, 14738, 20212]",96948
"[14817, 15560]",35771
"[14817, 15560, 21073]",35771
"[16588, 15201, 15013]",28208
"[14780, 15149, 14713]",39434
"[14780, 15149, 14713]",83862
"[14780, 15149, 14713]",83853
"[14780, 15149, 14713]",98797
"[14780, 15149, 14713]",83857
"[14780, 15149, 14713]",83855
"[14780, 15149, 14713]",98020
"[14154, 14598]",36075
"[14154, 14598]",37573
"[14154, 14598]",28780
"[14154, 14598]",39817
"[15277, 16226]",35970
"[14161, 17273]",28313
"[14161, 17273]",83779
"[14231, 21073]",36951
"[17605, 14231]",36951
"[15413, 15205]",31477
"[15413, 15205]",36534
"[15413, 15205]",37002
"[15761, 14579]",37766
"[14155, 15388]",33688
"[16510, 16511]",83997
"[14667, 19663]",29614
"[15324, 14405]",33653
"[14969, 14379]",35766
"[14969, 14379]",36187
"[14147, 15212]",84211
"[16063, 14610]",38957
"[14954, 14194, 14028, 14604, 14780, 15012]",35852
"[14954, 14194, 14028, 14604, 14780, 15012]",35867
"[14954, 14194, 14028, 14604, 14780, 15012]",84107
"[14186, 14793]",38386
"[17605, 14186, 14793]",38386
"[14662, 15038]",37743
"[16322, 14297]",84131
"[15419, 14309, 15496]",84060
"[15419, 14309, 15496]",36450
"[15282, 17950]",36040
"[17605, 15271, 14190]",29589
"[14599, 14024]",33675
"[17360, 14738, 16972]",35760
"[15413, 15205]",31756
"[17832, 16588]",28208
"[16588, 17950]",28208
"[16285, 14975, 14738, 20212, 16972]",89218
"[16285, 14975, 14738, 20212, 16972]",36643
"[16285, 14975, 14738, 20212, 16972]",37070
"[16285, 14975, 14738, 20212, 16972]",35938
"[16285, 14975, 14738, 20212, 16972]",35970
"[16285, 14975, 14738, 20212, 16972]",28873
"[16285, 14975, 14738, 20212, 16972]",33519
"[16285, 14975, 14738, 20212, 16972]",37014
"[16285, 14975, 14738, 20212, 16972]",33643
"[16285, 14975, 14738, 20212, 16972]",33653
"[16285, 14975, 14738, 20212, 16972]",33188
"[16285, 14975, 14738, 20212, 16972]",33715
"[16285, 14934, 15805, 14964, 20212]",38506
"[16285, 14934, 15805, 14964, 20212]",38985
"[16229, 15363]",35884
"[16588, 14817, 15176]",36691
"[14969, 15781]",39798
"[14662, 14382, 15038]",37743
"[14382, 15038]",37743
"[17605, 14190, 14231]",28849
"[16510, 21070]",32214
"[14186, 14737, 14793]",36606
"[15077, 15413, 14186]",33688
"[15077, 15413, 14186]",39751
"[14945, 14187, 14794, 15000, 15002, 15176, 15205, 14405]",35612
"[14663, 14954, 16972]",28520
"[14945, 14758]",36643
"[15805, 14738]",28465
"[15805, 14738]",35852
"[15805, 14738]",28813
"[14792, 15205]",31477
"[15111, 14610]",32149
"[14321, 15193]",28547
"[17351, 17356]",35771
"[17351, 17356]",36000
"[17112, 14188, 14024, 15025]",35966
"[16510, 14737, 14792, 14347]",33688
"[14737, 14792, 14347]",33688
"[14736, 14190, 14231]",36416
"[14736, 14190]",36416
"[16588, 14187]",36691
"[16753, 14320, 15206]",30494
"[14954, 14964, 14251, 16972]",95114
"[14954, 14964, 14251, 16972]",84261
"[14954, 14964, 14251, 16972]",38268
"[14954, 14964, 14251, 16972]",96562
"[14954, 14964, 14251, 16972]",95051
"[16285, 20212, 16972]",35745
"[16285, 20212, 16972]",29973
"[16285, 20212, 16972]",28607
"[16285, 20212, 16972]",32010
"[16285, 20212, 16972]",32587
"[16285, 20212, 16972]",32186
"[16285, 20212, 16972]",29423
"[16285, 20212, 16972]",28853
"[16285, 20212, 16972]",33236
"[16285, 20212, 16972]",29161
"[16285, 20212, 16972]",27582
"[16285, 20212, 16972]",29392
"[16285, 20212, 16972]",36458
"[16285, 14738, 16972]",29973
"[16285, 14738, 16972]",28607
"[16285, 14738, 16972]",32010
"[16285, 14738, 16972]",32587
"[16285, 14738, 16972]",32186
"[16285, 14738, 16972]",29423
"[16285, 14738, 16972]",28853
"[16285, 14738, 16972]",33236
"[16285, 14738, 16972]",29161
"[16285, 14738, 16972]",27582
"[16285, 14738, 16972]",29392
"[16285, 14738, 16972]",36458
"[15331, 14385]",28208
"[14375, 15354]",28536
"[14541, 14305]",31395
"[14793, 14413]",36691
"[17112, 20212, 19281]",30494
"[17112, 20212, 19281]",98570
"[14736, 14190]",37480
"[14736, 14190]",36766
