hypergraph_idx,kg_idx,node_name
2095,15117,Trimipramine
2096,15118,Epinastine
2097,15119,Tranylcypromine
2098,15121,Methimazole
2099,15122,Tripelennamine
2100,15124,Biperiden
2101,15125,Loperamide
2102,15126,Donepezil
2103,15127,Perphenazine
2104,15129,Phenformin
2105,15130,Tipranavir
2106,15131,Mesoridazine
2107,15132,Hydrocodone
2108,15133,Pindolol
2109,15134,Hydroxyurea
2110,15135,Cinacalcet
2111,15137,Tolterodine
2112,15138,Selegiline
2113,15139,Mequitazine
2114,15141,Tegaserod
2115,15142,Oxamniquine
2116,15143,Bicalutamide
2117,15144,Rabeprazole
2118,15145,Proguanil
2119,15146,Nefazodone
2120,15147,Orphenadrine
2121,15148,Escitalopram
2122,15149,Idarubicin
2123,15150,Propafenone
2124,15151,Dexfenfluramine
2125,15152,Oxymorphone
2126,15153,Acebutolol
2127,15154,Lomustine
2128,15155,Levobunolol
2129,15156,Metipranolol
2130,15159,Lisdexamfetamine
2131,15160,Arformoterol
2132,15164,Yohimbine
2133,15166,Tiotropium
2134,15167,Antipyrine
2135,15168,Midomafetamine
2136,15171,Dihydrocodeine
2137,15173,Dextroamphetamine
2138,15174,Metamfetamine
2139,15175,Oxprenolol
2140,15176,Everolimus
2141,15177,Zuclopenthixol
2142,15178,Etoricoxib
2143,15179,Nicotinamide
2144,15180,Fusidic acid
2145,15184,Flunarizine
2146,15185,Tetrabenazine
2147,15186,Celiprolol
2148,15187,Nilotinib
2149,15188,Lorcaserin
2150,15189,Dapoxetine
2151,15191,Ospemifene
2152,15193,Rotigotine
2153,15194,Cariprazine
2154,15196,Sertindole
2155,15197,Mianserin
2156,15198,Alogliptin
2157,15199,Tapentadol
2158,15200,Vernakalant
2159,15201,Dapagliflozin
2160,15205,Pazopanib
2161,15206,Panobinostat
2162,15207,Tafenoquine
2163,15209,Vilazodone
2164,15210,Mepyramine
2165,15211,Desvenlafaxine
2166,15212,Fesoterodine
2167,15213,Lumefantrine
2168,15218,Phenylbutyric acid
2169,15219,Sulconazole
2170,15220,Bopindolol
2171,15221,Bupranolol
2172,15222,Levomilnacipran
2173,15223,Perospirone
2174,15225,Befunolol
2175,15226,Eliglustat
2176,15228,Naloxegol
2177,15229,Umeclidinium
2178,15230,Lenvatinib
2179,15231,Stiripentol
2180,15232,Brexpiprazole
2181,15233,Dosulepin
2182,15235,Dasabuvir
2183,15237,Manidipine
2184,15239,Levobetaxolol
2185,15240,Ixazomib
2186,15241,Rupatadine
2187,15242,Artenimol
2188,15243,Encorafenib
2189,15244,Lasmiditan
2190,15245,Talinolol
2191,15246,Anisodamine
2192,15247,Elagolix
2193,15250,Fedratinib
2194,15251,Mizolastine
2195,15252,Ritanserin
2196,15254,Levosalbutamol
2197,15260,Dexchlorpheniramine
2198,15263,Enasidenib
2199,15267,Remdesivir
2200,15269,Upadacitinib
2201,15270,Lipoic acid
2202,15271,Mitomycin
2203,15272,Nilutamide
2204,15273,Nitrofurantoin
2205,15274,Benzphetamine
2206,15275,Flavin mononucleotide
2207,15276,Amrubicin
2208,15277,Peginterferon alfa-2a
2209,15280,Interferon gamma-1b
2210,15281,"Interferon alfa-2a, Recombinant"
2211,15282,Insulin lispro
2212,15283,Insulin glargine
2213,15284,Interferon beta-1a
2214,15285,Interferon beta-1b
2215,15286,Interferon alfacon-1
2216,15288,Interferon alfa-2b
2217,15289,Moxifloxacin
2218,15290,Anagrelide
2219,15291,Ropinirole
2220,15292,Ropivacaine
2221,15293,Grepafloxacin
2222,15294,Tacrine
2223,15295,Triamterene
2224,15296,Griseofulvin
2225,15297,Secobarbital
2226,15298,Streptozocin
2227,15299,Trimethoprim
2228,15300,Enoxacin
2229,15301,Pefloxacin
2230,15302,Albendazole
2231,15303,Methoxsalen
2232,15304,Guanabenz
2233,15305,Trovafloxacin
2234,15306,Tizanidine
2235,15307,Thiabendazole
2236,15308,Riluzole
2237,15309,Malathion
2238,15311,Primidone
2239,15312,Pentoxifylline
2240,39889,Bromhexine
2241,15314,Cinoxacin
2242,15315,Dacarbazine
2243,15316,Famotidine
2244,39892,Ioxaglic acid
2245,15318,Lomefloxacin
2246,15319,Ramelteon
2247,15320,Frovatriptan
2248,15321,Levobupivacaine
2249,15322,Norfloxacin
2250,39895,Butoconazole
2251,15324,Leflunomide
2252,15325,Gemifloxacin
2253,15326,Ofloxacin
2254,15327,Sparfloxacin
2255,15323,Hesperetin
2256,15329,Lumiracoxib
2257,15331,Insulin aspart
2258,15332,Insulin glulisine
2259,15333,Rasagiline
2260,15335,Theobromine
2261,15338,Deferasirox
2262,15344,Belinostat
2263,15346,Interferon alfa
2264,15349,Apremilast
2265,15350,GTS-21
2266,15351,Dovitinib
2267,15352,Obeticholic acid
2268,15353,Garenoxacin
2269,15354,Eltrombopag
2270,15355,Vadimezan
2271,15356,Tolperisone
2272,15357,Avasimibe
2273,15358,Propentofylline
2274,15360,Agomelatine
2275,15363,Bendamustine
2276,15364,Besifloxacin
2277,15365,Niclosamide
2278,15366,Teriflunomide
2279,15367,Pomalidomide
2280,15369,Tasimelteon
2281,15371,Peginterferon beta-1a
2282,15372,Viloxazine
2283,15373,Lobeglitazone
2284,15375,Doxofylline
2285,15376,Ramosetron
2286,15377,Osimertinib
2287,15380,Enrofloxacin
2288,15382,Pimobendan
2289,15388,Capmatinib
2290,15391,Binimetinib
2291,15392,Voxilaprevir
2292,15393,Lisofylline
2293,15395,Dihydralazine
2294,15399,Acefylline
2295,15409,Ropeginterferon alfa-2b
2296,15412,Histamine
2297,15413,Gemcitabine
2298,15414,Azacitidine
2299,15416,Lorazepam
2300,15417,Phentermine
2301,15418,Dofetilide
2302,15419,Azithromycin
2303,15420,Pantoprazole
2304,15421,Temazepam
2305,15422,Oxiconazole
2306,15424,Cabergoline
2307,15425,Doxycycline
2308,15426,Isradipine
2309,15427,Flucloxacillin
2310,15428,Bexarotene
2311,15429,Vindesine
2312,15430,Pentobarbital
2313,15431,Dihydroergotamine
2314,15432,Pimecrolimus
2315,15433,Alfuzosin
2316,15434,Trimethadione
2317,15435,Megestrol acetate
2318,15436,Methylergometrine
2319,15438,Sulfadiazine
2320,15439,Dydrogesterone
2321,15440,Nimodipine
2322,15441,Eszopiclone
2323,15442,Dicloxacillin
2324,15443,Caspofungin
2325,15444,Toremifene
2326,15446,Bosentan
2327,15447,Valdecoxib
2328,15448,Lisuride
2329,15449,Ethosuximide
2330,15450,Ivermectin
2331,15451,Bisoprolol
2332,15452,Rifabutin
2333,15453,Paramethadione
2334,15455,Aprepitant
2335,15456,Amphotericin B
2336,15457,Flurazepam
2337,15458,Ergotamine
2338,15459,Sufentanil
2339,15460,Azatadine
2340,15461,Imiquimod
2341,15462,Esomeprazole
2342,15464,Roxithromycin
2343,15465,Phenylbutazone
2344,15466,Acetazolamide
2345,15467,Ethynodiol diacetate
2346,15468,Levomenthol
2347,15469,Natamycin
2348,15471,Granisetron
2349,15472,Tiagabine
2350,15473,Tinidazole
2351,15474,Fulvestrant
2352,15475,Felbamate
2353,15476,Dirithromycin
2354,15477,Ezetimibe
2355,15478,Telithromycin
2356,15479,Salbutamol
2357,15480,Guanfacine
2358,15481,Topotecan
2359,15482,Ergoloid mesylate
2360,15483,Pilocarpine
2361,15484,Sibutramine
2362,15485,Atovaquone
2363,15486,Prednicarbate
2364,15488,Candicidin
2365,15490,Pergolide
2366,15491,Brinzolamide
2367,15492,Estramustine
2368,15493,Bromocriptine
2369,15494,Rifapentine
2370,15496,Rifaximin
2371,15497,Levacetylmethadol
2372,15499,Retapamulin
2373,15500,Desonide
2374,15501,Sitagliptin
2375,15502,Posaconazole
2376,15503,Fosamprenavir
2377,15504,Cefradine
2378,15505,Tasosartan
2379,15506,Aprobarbital
2380,15507,Mestranol
2381,15508,Quinupristin
2382,15509,Ginkgo biloba
2383,15510,Bezafibrate
2384,15511,Pranlukast
2385,15513,Barbital
2386,15517,Prazepam
2387,15518,Quazepam
2388,15519,Nitrazepam
2389,15520,Roflumilast
2390,15521,Rutin
2391,15522,Dalfopristin
2392,15523,Epothilone D
2393,15526,Patupilone
2394,15530,Corticosterone
2395,15531,Nimesulide
2396,15532,Metamizole
2397,15536,Maraviroc
2398,15538,Fluspirilene
2399,15539,Ixabepilone
2400,15542,Milnacipran
2401,15543,Flibanserin
2402,15544,Rifalazil
2403,15545,Banoxantrone
2404,15546,Indacaterol
2405,15547,Pretomanid
2406,15549,Dexlansoprazole
2407,15550,7-ethyl-10-hydroxycamptothecin
2408,15551,Brivaracetam
2409,15553,Seletracetam
2410,15555,Rimonabant
2411,15557,Silodosin
2412,15558,Tolvaptan
2413,15559,Lacosamide
2414,15560,Ridaforolimus
2415,15561,Avanafil
2416,15562,Sitaxentan
2417,15563,Tocilizumab
2418,15565,Coltuximab ravtansine
2419,15566,Etravirine
2420,15569,Lestaurtinib
2421,15570,Clomethiazole
2422,15572,Bosutinib
2423,15573,Isavuconazonium
2424,15574,Pasireotide
2425,15576,Laquinimod
2426,15578,Fosaprepitant
2427,15579,Ambroxol
2428,15580,Pinacidil
2429,15582,Difluprednate
2430,15583,Halcinonide
2431,15584,Lanreotide
2432,15585,Brefeldin A
2433,15586,Tranilast
2434,15587,Parecoxib
2435,15590,Lurasidone
2436,15591,Lomitapide
2437,15593,Agmatine
2438,15594,Brentuximab vedotin
2439,15595,Fidaxomicin
2440,15596,Cabozantinib
2441,15597,Ruxolitinib
2442,15598,Linagliptin
2443,15599,Regorafenib
2444,15600,Bedaquiline
2445,15601,Formestane
2446,15602,Trametinib
2447,15603,Dabrafenib
2448,15604,Luliconazole
2449,15606,Fendiline
2450,15607,Eperisone
2451,15609,Aliskiren
2452,15610,Vorapaxar
2453,15611,Suvorexant
2454,15612,Siltuximab
2455,15613,Ceritinib
2456,15614,Vilanterol
2457,15615,Ivabradine
2458,15616,Trimebutine
2459,15619,Elvitegravir
2460,15620,Eslicarbazepine acetate
2461,15621,Dienogest
2462,15622,Sonidegib
2463,15623,Etizolam
2464,15629,Azelnidipine
2465,15630,Cilnidipine
2466,15632,Efonidipine
2467,15635,Tianeptine
2468,15638,Norethynodrel
2469,15640,Dihydroergocornine
2470,15642,Selexipag
2471,15646,Oleandomycin
2472,15653,Lesinurad
2473,15654,Venetoclax
2474,15655,Velpatasvir
2475,15659,Ribociclib
2476,15660,Ebastine
2477,15661,Bryostatin 1
2478,15662,Sarilumab
2479,15663,Danoprevir
2480,15664,Bictegravir
2481,15665,Saracatinib
2482,15666,Baricitinib
2483,15667,Esketamine
2484,15668,Apalutamide
2485,15669,6-O-benzylguanine
2486,15670,Selinexor
2487,15671,Duvelisib
2488,15672,Carboxyamidotriazole
2489,15673,Entrectinib
2490,15674,Fostamatinib
2491,15675,Alpelisib
2492,15676,Lorvotuzumab mertansine
2493,15677,Naftopidil
2494,15679,Vinpocetine
2495,15680,Erdafitinib
2496,15681,Polatuzumab vedotin
2497,15683,Brigatinib
2498,15684,Propiverine
2499,15685,Siponimod
2500,15686,Sagopilone
2501,15687,Rimegepant
2502,15689,Mirvetuximab Soravtansine
2503,15693,Piperine
2504,15696,Trifarotene
2505,15697,Lefamulin
2506,15698,Tazemetostat
2507,15701,Enfortumab vedotin
2508,15703,Clobetasone
2509,15709,Terguride
2510,15712,Bencyclane
2511,15713,Otilonium
2512,15725,Glecaprevir
2513,15726,Piperaquine
2514,15728,Fish oil
2515,15730,Baloxavir marboxil
2516,15739,Ivosidenib
2517,15746,Vibegron
2518,15747,Voxelotor
2519,15748,Zanubrutinib
2520,15750,Avapritinib
2521,15753,Miglitol
2522,15754,Icodextrin
2523,15755,Beta-D-Glucose
2524,15761,Oseltamivir
2525,15762,Trandolapril
2526,15763,Benzocaine
2527,15765,Phenylacetic acid
2528,15767,Homatropine
2529,15769,Valsartan
2530,15770,Glimepiride
2531,15771,Sulfisoxazole
2532,15772,Tolcapone
2533,15773,Treprostinil
2534,15774,Ketorolac
2535,15775,Tenoxicam
2536,15776,Nabilone
2537,15777,Oxandrolone
2538,15778,Tolazamide
2539,15779,Dorzolamide
2540,15780,Sulfapyridine
2541,15781,Acetylsalicylic acid
2542,15782,Vigabatrin
2543,15783,Cyclizine
2544,15784,Gliquidone
2545,15785,Glisoxepide
2546,15786,Doconexent
2547,15788,Licofelone
2548,15789,Tienilic acid
2549,15790,Ximelagatran
2550,15791,Crisaborole
2551,15793,Lornoxicam
2552,15794,Aceclofenac
2553,15796,Glibornuride
2554,15797,Olodaterol
2555,15798,Lifitegrast
2556,15799,Avatrombopag
2557,15800,Fluindione
2558,15801,Carbutamide
2559,15804,Cladribine
2560,15805,Clofarabine
2561,15808,Pyrimethamine
2562,15809,Tazarotene
2563,15810,Beraprost
2564,15811,Ombitasvir
2565,15812,Opicapone
2566,15813,Lubiprostone
2567,15815,Sofalcone
2568,15816,Loxoprofen
2569,15817,Adefovir dipivoxil
2570,15818,Memantine
2571,15820,Enfuvirtide
2572,15821,Isosorbide dinitrate
2573,15822,Ursodeoxycholic acid
2574,15825,Tirapazamine
2575,15826,Dalfampridine
2576,15828,Ellagic acid
2577,15829,Fingolimod
2578,15832,Carisoprodol
2579,15833,Methohexital
2580,15834,Thiopental
2581,15835,Methylphenobarbital
2582,15836,Telmisartan
2583,15837,Methsuximide
2584,15838,Benzbromarone
2585,15839,Dexrabeprazole
2586,15840,Digoxin
2587,15841,Glutethimide
2588,15842,Mycophenolic acid
2589,15844,Ezogabine
2590,15846,Dolutegravir
2591,15847,Empagliflozin
2592,15848,Famciclovir
2593,15849,Brimonidine
2594,15850,Aminocaproic acid
2595,15852,ATP
2596,15853,Abacavir
2597,15855,Minoxidil
2598,15856,Naltrexone
2599,15857,Alvocidib
2600,15858,Migalastat
2601,15859,Raltegravir
2602,15860,Sodium aurothiomalate
2603,15861,Silibinin
2604,15862,Tecovirimat
2605,15863,Sacituzumab govitecan
2606,15864,Pibrentasvir
2607,15865,Torcetrapib
2608,15866,Nitroprusside
2609,15867,Mebendazole
2610,15868,Isoprenaline
2611,15869,Clenbuterol
2612,15870,Amifostine
2613,15872,Permethrin
2614,15873,Artemisinin
2615,15875,Amifampridine
2616,15876,Mesalazine
2617,15877,Cyproheptadine
2618,15878,Mitiglinide
2619,15879,Nalmefene
2620,15880,Naldemedine
2621,15881,Bazedoxifene
2622,15882,Acemetacin
2623,15885,Inositol nicotinate
2624,15886,Sodium fluoride
2625,15887,Certolizumab pegol
2626,15889,Tenofovir disoproxil
2627,15890,Tinzaparin
2628,15891,Deferiprone
2629,15892,Ferric maltol
2630,15893,Bleomycin
2631,15895,Mirodenafil
2632,15896,Foretinib
2633,15897,Ambroxol acefyllinate
2634,15898,Betahistine
2635,15901,Evolocumab
2636,15902,Vonicog Alfa
2637,15903,Von Willebrand Factor Human
2638,15906,Pyridoxal phosphate
2639,15907,Histidine
2640,15911,Human thrombin
2641,15912,Arginine
2642,15913,Citrulline
2643,15914,Minocycline
2644,15932,Pimagedine
2645,15955,5-methyltetrahydrofolic acid
2646,15956,Dyphylline
2647,15958,Defibrotide
2648,15959,Tecadenoson
2649,15960,Naxifylline
2650,15970,Radotinib
2651,15971,Omalizumab
2652,15974,Drotrecogin alfa
2653,15975,Coagulation Factor IX (Recombinant)
2654,15979,Coagulation Factor IX Human
2655,15982,Sulfasalazine
2656,15984,Oxaprozin
2657,15985,Balsalazide
2658,15986,Salsalate
2659,15987,Choline magnesium trisalicylate
2660,15989,Tiaprofenic acid
2661,15999,Nepafenac
2662,16011,Loxapine
2663,16012,Fenoldopam
2664,16014,Chlorprothixene
2665,16016,Pipamperone
2666,16018,Vatalanib
2667,16023,Collagenase clostridium histolyticum
2668,16028,Eribulin
2669,16030,Phenethyl Isothiocyanate
2670,16031,Phenylalanine
2671,16032,OSI-930
2672,16036,Acetylcysteine
2673,16041,Mecasermin rinfabate
2674,16054,Trihexyphenidyl
2675,16055,Oxyphencyclimine
2676,16056,Procyclidine
2677,16057,Hyoscyamine
2678,16058,Methscopolamine bromide
2679,16059,Tridihexethyl
2680,16060,Anisotropine methylbromide
2681,16061,Atropine
2682,16062,Homatropine methylbromide
2683,16063,Scopolamine
2684,16065,Tropicamide
2685,16066,Brompheniramine
2686,16067,Glycopyrronium
2687,16068,Bethanechol
2688,16070,Diphenidol
2689,16071,Isopropamide
2690,16072,Acetylcholine
2691,16074,Mepenzolate
2692,16078,Butylscopolamine
2693,16082,Pyruvic acid
2694,16085,Potassium chloride
2695,16086,Lepirudin
2696,16087,Proflavine
2697,16179,Turoctocog alfa
2698,16180,Conestat alfa
2699,16182,Nafamostat
2700,16183,Aminolevulinic acid
2701,16191,Trilostane
2702,16193,Lindane
2703,16195,Glucosamine
2704,16203,Ricinoleic Acid
2705,16208,Tetrahydrocannabivarin
2706,16209,Olmesartan
2707,16210,Eprosartan
2708,16214,Azilsartan medoxomil
2709,16215,Fimasartan
2710,16216,Angiotensin II
2711,16217,Serine
2712,16219,Alprostadil
2713,16220,Dinoprostone
2714,16221,Misoprostol
2715,16222,Iloprost
2716,16223,Limaprost
2717,16224,Radicicol
2718,16226,Rituximab
2719,16227,Ibritumomab tiuxetan
2720,16228,Tositumomab
2721,16229,Ofatumumab
2722,16230,Obinutuzumab
2723,16232,Ocrelizumab
2724,16253,Caprylic acid
2725,16256,Cardarine
2726,16260,GW-590735
2727,16262,Aleglitazar
2728,16264,Ciprofibrate
2729,16266,Isoflavone
2730,16267,Leukotriene B4
2731,16268,Fenofibric acid
2732,16271,Somatotropin
2733,16272,Somatrem
2734,16276,Adapalene
2735,16281,Cysteine
2736,16282,Telotristat ethyl
2737,16283,Creatine
2738,16285,Alemtuzumab
2739,16296,Ferric pyrophosphate citrate
2740,16301,Amsacrine
2741,16302,Ibutilide
2742,16303,Terazosin
2743,16305,Potassium nitrate
2744,16306,Pentoxyverine
2745,16309,Buclizine
2746,16311,Pirenzepine
2747,16312,Clidinium
2748,16313,Propantheline
2749,16314,Dicyclomine
2750,16315,Cycrimine
2751,16317,Molindone
2752,16318,Staurosporine
2753,16321,Lasofoxifene
2754,16322,Levocarnitine
2755,16323,Nedocromil
2756,16330,N-Acetylglucosamine
2757,16331,Epoprostenol
2758,16334,Cangrelor
2759,16337,Tolazoline
2760,16340,Roxatidine acetate
2761,16341,Iron
2762,16344,Ferrous gluconate
2763,16347,Ferrous fumarate
2764,16350,Citric acid
2765,16352,Norepinephrine
2766,16353,Mazindol
2767,16357,Isometheptene
2768,16360,Probucol
2769,16370,Naringenin
2770,16373,Afimoxifene
2771,16375,Estriol
2772,16376,Quinestrol
2773,16377,Phenolphthalein
2774,33577,hypertensive disorder
2775,36035,hypertension
2776,38121,restless legs syndrome
2777,28547,Parkinson disease
2778,30093,parkinsonian-pyramidal syndrome
2779,31408,X-linked parkinsonism-spasticity syndrome
2780,28974,early-onset parkinsonism-intellectual disability syndrome
2781,28801,juvenile onset Parkinson disease 19A
2782,32759,hemiparkinsonism-hemiatrophy syndrome
2783,32974,atypical juvenile parkinsonism
2784,33241,hereditary late onset Parkinson disease
2785,28396,multiple system atrophy
2786,31524,postural orthostatic tachycardia syndrome
2787,28149,orthostatic hypotension
2788,83750,hyperemesis gravidarum (disease)
2789,83751,torsades de pointes
2790,35641,epilepsy
2791,38003,basal ganglia disease
2792,83752,focal hand dystonia
2793,30324,blepharospasm
2794,32033,insomnia (disease)
2795,83753,tinea pedis
2796,37617,chronic obstructive pulmonary disease
2797,30374,"COPD, severe early onset"
2798,37830,bronchitis
2799,37564,gastric ulcer (disease)
2800,83754,common wart
2801,27932,epidermodysplasia verruciformis
2802,39774,anogenital human papillomavirus infection
2803,36196,vulva cancer
2804,35776,vulvar neoplasm
2805,28756,photoparoxysmal response
2806,37762,photosensitivity disease
2807,28478,autoimmune disease
2808,32520,graft versus host disease
2809,83755,superficial multifocal basal cell carcinoma
2810,83756,actinic keratosis (disease)
2811,39470,keratoacanthoma
2812,36644,skin disease
2813,31850,seborrheic keratosis
2814,83757,actinic cheilitis
2815,38031,inverted follicular keratosis
2816,83758,melanoacanthoma
2817,27933,anxiety disorder
2818,37703,neurotic disorder
2819,83760,dysthymic disorder
2820,83761,epilepsy with generalized tonic-clonic seizures
2821,29186,carbamoyl phosphate synthetase I deficiency disease
2822,38242,bipolar disorder
2823,29832,hyperargininemia
2824,28249,major affective disorder
2825,83763,manic bipolar affective disorder
2826,32132,citrullinemia
2827,36743,partial epilepsy
2828,27626,thrombocytopenia
2829,33125,early myoclonic encephalopathy
2830,33115,absence epilepsy
2831,33649,exanthem (disease)
2832,36432,congestive heart failure
2833,39145,herpes simplex virus keratitis
2834,32217,hypopituitarism
2835,33166,isolated congenital growth hormone deficiency
2836,27219,hypogonadotropic hypogonadism with or without anosmia
2837,27249,isolated growth hormone deficiency
2838,31714,short stature due to growth hormone qualitative anomaly
2839,32337,"combined pituitary hormone deficiencies, genetic form"
2840,39203,pituitary deficiency
2841,38179,congenital hypogonadotropic hypogonadism
2842,39025,non-acquired combined pituitary hormone deficiencies without extra-pituitary malformations
2843,83765,hypogonadotropic hypogonadism-frontoparietal alopecia syndrome
2844,28407,hypogonadotropic hypogonadism
2845,39202,non-acquired combined pituitary hormone deficiency
2846,33453,Kallmann syndrome
2847,83766,short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia
2848,33232,X-linked intellectual disability with isolated growth hormone deficiency
2849,32899,pituitary deficiency due to Rathke's pouch cysts
2850,27741,pituitary deficiency due to empty sella turcica syndrome
2851,32905,Sheehan syndrome
2852,38508,non-acquired pituitary hormone deficiency
2853,38085,acquired pituitary hormone deficiency
2854,39539,pituitary hormone defiency from vascular origin
2855,37285,thymus gland disease
2856,83767,humoral hypercalcemia of malignancy
2857,33621,acute lymphoblastic leukemia (disease)
2858,28830,"leukemia, lymphocytic, susceptibility to"
2859,30654,acute lymphoblastic/lymphocytic leukemia
2860,83769,precursor T-cell acute lymphoblastic leukemia
2861,33206,eosinophilic pneumonia
2862,39506,pulmonary eosinophilia
2863,38666,adrenocortical insufficiency
2864,30813,Addison disease
2865,36469,hypothyroidism
2866,31732,myxedema
2867,32719,congenital hypothyroidism
2868,37784,Crohn disease
2869,28158,inflammatory bowel disease
2870,83770,Crohn's colitis
2871,38513,congenital adrenal hyperplasia
2872,35510,adrenogenital syndrome
2873,38016,pemphigus
2874,83771,strongyloidiasis
2875,39540,angioedema
2876,39111,acquired angioedema
2877,83772,renin-angiotensin-aldosterone system-blocker-induced angioedema
2878,83773,non-histaminic angioedema
2879,29854,hereditary angioedema
2880,36272,bursitis
2881,36048,peptic ulcer disease
2882,36347,synovitis (disease)
2883,36436,tenosynovitis
2884,39524,psoriatic arthritis
2885,36604,nephrotic syndrome
2886,38719,familial nephrotic syndrome
2887,83774,lipoid nephrosis
2888,83775,brain edema
2889,36026,open-angle glaucoma
2890,29078,rheumatoid arthritis
2891,35823,eye disease
2892,35665,disease of orbital region
2893,36129,atopic eczema
2894,29709,"dermatitis, atopic"
2895,29614,osteoporosis
2896,83776,postmenopausal osteoporosis
2897,29182,systemic lupus erythematosus (disease)
2898,33534,pediatric systemic lupus erythematosus
2899,37770,contact dermatitis
2900,83777,occupational dermatitis
2901,31511,autoimmune thrombocytopenic
2902,33572,psychotic disorder
2903,83778,schizophreniform disorder
2904,35915,mental disorder
2905,83779,schizoaffective disorder
2906,31723,autoimmune hemolytic anemia
2907,83780,fetal erythroblastosis
2908,37541,pneumonitis
2909,33596,aspiration pneumonia (disease)
2910,32384,adrenal insufficiency
2911,33675,asthma
2912,83781,intrinsic asthma
2913,39773,allergic asthma
2914,83782,exfoliative dermatitis
2915,33679,potassium deficiency disease
2916,37722,multiple sclerosis
2917,39808,trichinosis
2918,32815,Trichinellosis
2919,83783,enterobiasis
2920,83784,Trichinella spiralis infectious disease
2921,39820,ankylosing spondylitis
2922,27366,"spondyloarthropathy, susceptibility to"
2923,27452,Diamond-Blackfan anemia
2924,38496,inherited aplastic anemia
2925,30990,mycosis fungoides and variants
2926,39208,primary cutaneous T-cell lymphoma
2927,83785,folliculotropic mycosis fungoides
2928,83786,localized pagetoid reticulosis
2929,33452,granulomatous slack skin disease
2930,35992,tendinitis
2931,36562,exostosis
2932,83787,periarthritis
2933,83788,erythema multiforme
2934,32746,Stevens-Johnson syndrome
2935,33601,gastritis
2936,36433,rheumatic heart disease
2937,33410,dermatitis herpetiformis
2938,38024,psoriasis
2939,39728,parapsoriasis
2940,83789,serum sickness
2941,83790,gout
2942,37888,allergic rhinitis
2943,83791,vasomotor rhinitis
2944,37558,herpes simplex infectious disease
2945,83792,obsolete Hodgkin's granuloma
2946,33077,Hodgkins lymphoma
2947,29993,classic Hodgkin lymphoma
2948,83793,Hodgkin's paragranuloma
2949,83794,"classic Hodgkin lymphoma, lymphocyte-rich type"
2950,30892,newborn respiratory distress syndrome
2951,39872,acute respiratory distress syndrome
2952,32967,sarcoidosis
2953,33575,diabetes mellitus (disease)
2954,29113,diabetic ketoacidosis
2955,83795,chronic beryllium disease
2956,35650,non-Hodgkin lymphoma
2957,83796,lymphosarcoma
2958,35970,lymphoma
2959,32531,mantle cell lymphoma
2960,36458,Langerhans cell histiocytosis
2961,30447,"lymphoma, non-Hodgkin, familial"
2962,35651,B-cell neoplasm
2963,33576,thyroiditis (disease)
2964,39546,acquired thrombocytopenia
2965,32563,heparin-induced thrombocytopenia (disease)
2966,36298,hairy cell leukemia
2967,83798,hairy cell leukemia variant
2968,33653,melanoma
2969,33294,follicular lymphoma
2970,36724,neoplasm of mature B-cells
2971,32589,Kaposi's sarcoma (disease)
2972,83799,chronic hepatitis C virus infection
2973,37743,hepatitis C virus infection
2974,83800,chronic hepatitis B virus infection
2975,31395,benign prostatic hyperplasia (disease)
2976,33474,typhoid fever
2977,37797,salmonellosis
2978,83801,paratyphoid fever
2979,36322,urinary tract infection (disease)
2980,83802,obsolete hyperuricemia (disease)
2981,33618,atrial fibrillation (disease)
2982,28441,hereditary angioedema with C1Inh deficiency
2983,83803,diastolic heart failure
2984,36286,diabetic nephropathy
2985,33605,hypotensive disorder
2986,29387,hyperparathyroidism
2987,83804,osteitis fibrosa
2988,83805,hepatic coma
2989,36266,hepatic encephalopathy
2990,28052,hypertrophic cardiomyopathy
2991,33656,hypercalcemia disease
2992,38682,nephrocalcinosis
2993,35583,phosphorus metabolism disease
2994,39696,pulmonary tuberculosis
2995,30035,substance abuse/dependence
2996,83808,meningeal tuberculosis
2997,83809,tuberculous meningitis
2998,33703,acne (disease)
2999,83810,pellagra
3000,83811,beriberi
3001,83812,acute coronary syndrome
3002,28921,sickle cell anemia
3003,83813,hereditary persistence of fetal hemoglobin
3004,39480,methemoglobinemia
3005,38462,sulfhemoglobinemia
3006,33657,goiter (disease)
3007,36252,thyroid gland disease
3008,84734,Hashimoto thyroiditis
3009,29946,primary hyperoxaluria
3010,33695,hypertriglyceridemia (disease)
3011,36151,gynecomastia
3012,36280,hypertrophy of breast
3013,36194,female breast carcinoma
3014,37768,migraine disorder
3015,28017,"migraine with or without aura, susceptibility to"
3016,36043,primary ovarian failure
3017,33658,hyperlipidemia
3018,37764,familial hyperlipidemia
3019,33593,obesity disorder
3020,28651,monogenic obesity
3021,31477,ovarian cancer
3022,36794,ovarian adenocarcinoma
3023,32617,hereditary breast ovarian cancer syndrome
3024,83816,ovarian carcinosarcoma
3025,37466,ovarian small cell carcinoma
3026,36792,ovarian mucinous adenocarcinoma
3027,36527,yolk sac tumor
3028,37423,ovarian clear cell adenocarcinoma
3029,37967,ovarian endometrioid adenocarcinoma
3030,39615,borderline epithelial tumor of ovary
3031,37150,malignant non-dysgerminomatous germ cell tumor of ovary
3032,37152,familial ovarian cancer
3033,83817,hereditary site-specific ovarian cancer syndrome
3034,83818,primary non-gestational choriocarcinoma of ovary
